,Class
3047,1
3048,0
3049,0
3050,0
3051,0
3052,1
3053,0
3054,0
3055,1
3056,1
3057,1
3058,0
3059,1
3060,1
3061,0
3062,0
3063,0
3064,1
3065,1
3066,1
3067,1
3068,1
3069,1
3070,0
3071,1
3072,0
3073,0
3074,1
3075,1
3076,1
3077,1
3078,0
3079,1
3080,1
3081,1
3082,1
3083,0
3084,0
3085,0
3086,1
3087,1
3088,1
3089,0
3090,1
3091,0
3092,1
3093,0
3094,1
3095,1
3096,0
3097,1
3098,1
3099,0
3100,1
3101,1
3102,0
3103,0
3104,0
3105,0
3106,1
3107,0
3108,0
3109,0
3110,0
3111,1
3112,0
3113,0
3114,0
3115,1
3116,1
3118,1
3119,1
3120,0
3121,1
3122,1
3123,0
3124,1
3125,1
3126,0
3127,0
3128,1
3129,1
3130,0
3131,0
3132,0
3133,1
3134,1
3135,1
3136,0
3137,0
3138,0
3139,1
3140,1
3141,1
3142,0
3143,0
3144,0
3145,1
3146,0
3147,0
3148,1
3149,0
3150,1
3151,1
3152,0
3153,0
3154,0
3155,0
3156,1
3157,1
3158,1
3159,1
3160,1
3161,0
3162,1
3163,1
3164,0
3165,1
3166,1
3167,0
3168,1
3169,0
3170,0
3171,0
3172,1
3173,1
3174,1
3175,0
3177,0
3178,1
3179,1
3180,1
3181,1
3182,0
3183,1
3184,1
3185,0
3186,0
3187,1
3188,0
3189,0
3191,0
3192,1
3193,0
3194,0
3195,0
3196,0
3197,0
3198,1
3199,1
3200,0
3201,1
3202,1
3203,1
3204,1
3205,0
3206,1
3207,1
3208,0
3209,1
3210,0
3211,1
3212,0
3213,1
3214,0
3215,0
3216,1
3217,0
3219,1
3220,0
3221,0
3222,0
3223,1
3224,1
3225,0
3226,0
3227,1
3228,1
3229,0
3230,1
3231,1
3232,1
3233,1
3234,1
3235,1
3236,0
3237,0
3238,0
3239,0
3240,1
3241,0
3242,0
3243,1
3244,0
3245,0
3246,0
3247,1
3248,0
3249,0
3250,0
3251,1
3252,0
3253,0
3254,0
3255,1
3256,0
3257,0
3258,0
3259,1
3260,0
3261,0
3262,0
3263,0
3264,1
3265,1
3266,1
3267,1
3268,1
3269,1
3270,1
3271,1
3272,0
3273,1
3274,0
3275,0
3276,0
3277,1
3278,1
3279,0
3280,0
3281,0
3282,1
3283,0
3284,0
3285,1
3286,1
3287,1
3288,1
3289,1
3290,1
3291,0
3292,1
3293,0
3295,1
3296,0
3297,0
3298,0
3299,0
3300,1
3301,1
3302,0
3303,0
3304,1
3305,1
3306,0
3307,0
3308,0
3309,1
3310,1
3311,1
3312,0
3313,1
3314,0
3315,1
3316,0
3317,0
3318,0
3319,0
3320,1
3321,0
3322,0
3323,0
3324,1
3325,1
3326,0
3327,1
3328,1
3329,1
3330,0
3331,1
3332,1
3333,0
3334,1
3335,0
3336,1
3337,0
3338,1
3339,1
3340,0
3341,1
3342,1
3343,0
3344,1
3345,0
3346,0
3347,0
3348,0
3349,1
3350,0
3352,0
3353,0
3354,1
3355,1
3356,1
3357,0
3358,1
3359,1
3360,1
3361,0
3362,1
3363,0
3364,0
3365,0
3366,0
3367,1
3368,1
3369,1
3370,1
3371,0
3372,0
3373,0
3374,0
3375,0
3376,0
3377,0
3378,1
3379,0
3380,0
3381,1
3382,0
3383,0
3384,0
3385,0
3386,1
3387,0
3388,0
3389,0
3390,1
3391,0
3392,0
3393,1
3394,1
3396,1
3397,1
3398,1
3399,0
3400,0
3401,0
3402,0
3403,1
3404,0
3405,1
3406,1
3407,1
3408,1
3409,1
3410,1
3411,0
3412,1
3413,1
3414,0
3415,1
3416,0
3417,0
3418,1
3419,1
3420,0
3421,1
3422,1
3423,0
3424,1
3425,1
3426,0
3427,0
3428,0
3429,1
3430,0
3431,0
3432,0
3433,0
3434,1
3435,0
3436,1
3437,0
3438,1
3439,1
3440,1
3441,1
3442,0
3443,0
3444,1
3445,0
3446,0
3447,1
3448,1
3449,1
3450,0
3451,1
3452,0
3454,0
3455,1
3456,1
3457,1
3458,1
3459,0
3460,0
3461,1
3462,0
3463,1
3464,0
3465,0
3466,1
3467,1
3468,1
3469,0
3470,1
3471,0
3472,0
3473,0
3474,0
3475,0
3476,1
3477,1
3478,0
3479,0
3480,1
3481,1
3482,0
3483,0
3484,0
3485,1
3486,0
3487,1
3488,0
3489,1
3490,0
3491,1
3492,1
3493,0
3494,0
3495,1
3496,1
3498,0
3499,0
3500,1
3501,0
3502,0
3503,0
3504,0
3505,1
3506,1
3507,0
3508,1
3509,1
3510,1
3512,0
3513,1
3514,0
3515,1
3517,1
3518,0
3519,1
3520,1
3521,1
3522,0
3523,1
3524,0
3525,0
3526,0
3527,0
3528,1
3529,1
3530,1
3531,1
3532,1
3533,0
3534,1
3535,0
3536,1
3537,0
3538,1
3539,0
3540,1
3541,0
3542,0
3543,1
3544,1
3545,0
3546,1
3547,0
3548,0
3549,1
3550,1
3551,0
3552,1
3553,0
3554,0
3555,1
3556,0
3557,1
3558,1
3559,0
3560,0
3561,1
3562,0
3563,1
3564,0
3565,0
3566,1
3567,0
3568,1
3569,0
3570,0
3571,1
3572,0
3573,1
3574,1
3575,1
3576,0
3577,0
3578,1
3579,0
3580,0
3581,1
3582,1
3583,0
3584,0
3585,0
3586,1
3587,1
3588,1
3589,1
3590,0
3591,0
3592,0
3593,1
3594,1
3595,1
3596,0
3597,1
3598,0
3599,1
3600,0
3601,1
3602,0
3603,1
3604,1
3605,1
3606,1
3607,1
3608,1
3609,0
3610,0
3611,0
3612,0
3613,1
3614,0
3615,0
3616,0
3617,1
3618,1
3619,0
3620,0
3621,0
3622,0
3623,0
3624,0
3625,0
3626,0
3627,1
3628,0
3629,0
3630,1
3631,0
3632,0
3633,1
3634,1
3635,0
3636,1
3637,1
3638,0
3639,1
3640,0
3641,1
3642,1
3643,0
3644,0
3645,0
3646,1
3647,0
3648,1
3649,1
3650,0
3651,0
3652,0
3653,0
3654,0
3655,0
3656,0
3657,0
3658,0
3659,1
3660,0
3661,1
3662,0
3663,1
3664,1
3665,0
3666,1
3667,1
3668,0
3669,0
3670,0
3671,0
3672,0
3673,0
3674,0
3675,0
3676,0
3677,1
3678,0
3679,0
3680,1
3681,0
3682,0
3683,1
3684,0
3685,1
3687,1
3688,1
3689,1
3691,0
3692,0
3693,0
3694,1
3695,0
3696,0
3697,1
3698,1
3699,0
3700,1
3701,0
3702,0
3703,0
3704,1
3705,0
3706,1
3707,0
3708,0
3709,0
3710,1
3711,0
3712,1
3713,1
3714,1
3715,1
3716,0
3717,0
3718,0
3719,0
3720,0
3721,0
3722,1
3723,1
3724,0
3725,1
3726,1
3727,1
3728,1
3729,0
3730,0
3731,1
3732,0
3733,1
3734,0
3735,0
3736,1
3737,1
3738,1
3739,0
3740,0
3741,0
3742,0
3743,1
3744,1
3745,0
3746,1
3747,1
3748,1
3749,1
3750,1
3751,0
3752,0
3753,0
3754,0
3755,1
3756,1
3757,0
3758,0
3759,0
3760,1
3761,0
3762,1
3763,0
3764,1
3765,1
3766,1
3767,0
3768,1
3769,0
3770,1
3771,1
3772,1
3773,0
3774,0
3775,0
3776,0
3777,1
3778,0
3779,0
3780,1
3781,0
3782,0
3783,1
3784,1
3785,1
3786,0
3787,0
3788,1
3789,1
3790,0
3791,0
3792,1
3793,1
3794,0
3795,0
3796,0
3797,1
3798,0
3799,1
3800,1
3801,1
3802,0
3803,1
3804,0
3805,1
3806,1
3807,1
3808,1
3809,0
3810,0
3811,0
3812,1
3813,1
3814,0
3816,1
3817,0
3818,0
3819,0
3820,0
3821,1
3822,0
3823,1
3824,1
3825,0
3826,1
3827,1
3828,1
3829,1
3830,1
3831,0
3832,0
3833,0
3834,0
3835,1
3836,0
3837,1
3838,0
3839,1
3840,1
3841,0
3842,0
3843,0
3844,1
3845,1
3846,1
3847,0
3848,0
3849,0
3850,1
3851,0
3852,0
3853,0
3854,0
3855,0
3856,0
3857,0
3858,0
3859,1
3860,1
3861,0
3862,1
3863,1
3864,0
3865,1
3866,1
3867,1
3868,0
3869,0
3871,1
3872,1
3873,0
3874,0
3875,0
3876,0
3877,1
3878,0
3879,1
3880,1
3881,0
3882,1
3883,1
3884,0
3885,1
3886,1
3887,0
3888,1
3889,0
3890,1
3891,0
3892,1
3893,0
3894,1
3895,1
3897,0
3898,1
3899,1
3900,1
3901,1
3902,1
3903,1
3904,1
3905,1
3906,0
3907,0
3908,0
3909,1
3910,1
3911,1
3912,0
3913,0
3914,1
3915,0
3916,0
3917,1
3918,1
3919,0
3920,0
3921,1
3922,0
3923,0
3924,0
3925,1
3926,1
3927,0
3928,1
3929,0
3930,1
3931,0
3932,0
3933,1
3934,1
3935,1
3936,0
3937,1
3938,1
3939,0
3940,1
3941,0
3942,0
3943,1
3944,0
3945,0
3946,0
3947,0
3948,0
3949,1
3950,0
3951,0
3952,1
3953,1
3954,0
3955,1
3956,1
3957,1
3958,1
3959,1
3961,0
3962,1
3963,1
3964,1
3965,0
3966,1
3967,1
3968,0
3969,0
3970,1
3971,1
3972,0
3973,0
3974,0
3975,1
3976,1
3977,1
3978,0
3979,0
3980,1
3981,1
3982,0
3983,1
3984,0
3985,1
3986,1
3987,1
3988,0
3989,0
3990,1
3991,0
3992,0
3993,0
3994,1
3995,0
3996,0
3997,0
3998,1
3999,0
4000,1
4001,1
4002,1
4003,1
4004,0
4005,1
4006,1
4007,1
4008,0
4009,1
4010,1
4011,0
4012,1
4013,1
4014,0
4015,1
4016,0
4017,0
4018,0
4019,0
4020,1
4021,0
4022,1
4023,0
4024,0
4025,1
4026,1
4027,1
4028,1
4029,0
4030,1
4031,0
4032,1
4033,1
4034,0
4035,1
4036,1
4037,1
4038,1
4039,1
4040,1
4041,1
4042,0
4043,1
4044,1
4045,1
4046,1
4047,0
4048,1
4049,1
4050,0
4051,0
4052,0
4053,1
4054,0
4055,0
4056,1
4057,1
4058,0
4059,0
4060,1
4061,0
4062,0
4063,0
4064,0
4065,1
4066,0
4067,0
4068,0
4069,0
4070,1
4071,0
4072,1
4073,0
4074,0
4075,1
4076,1
4077,0
4078,1
4079,0
4080,0
4081,1
4082,1
4083,0
4084,0
4085,1
4086,0
4087,0
4088,0
4089,0
4090,1
4091,1
4092,0
4093,0
4094,1
4095,1
4096,0
4097,0
4098,1
4099,1
4100,1
4101,0
4102,1
4104,1
4105,0
4106,0
4107,0
4108,1
4109,1
4110,1
4111,1
4112,1
4113,0
4114,0
4115,1
4116,0
4117,0
4118,0
4119,1
4120,0
4121,0
4122,0
4123,1
4124,1
4125,0
4126,1
4127,1
4128,1
4129,1
4130,1
4131,0
4132,0
4133,1
4134,1
4135,0
4136,0
4137,1
4138,1
4139,0
4140,1
4141,1
4142,0
4144,0
4145,1
4146,0
4147,1
4149,0
4150,0
4151,0
4152,1
4153,0
4154,1
4155,0
4156,1
4157,0
4158,0
4159,1
4160,0
4161,1
4162,0
4163,1
4164,0
4165,0
4166,1
4167,0
4168,1
4169,0
4170,1
4171,0
4173,0
4174,1
4175,1
4176,1
4177,0
4178,0
4179,1
4180,0
4181,1
4182,0
4183,0
4184,0
4185,0
4186,1
4187,1
4188,1
4189,1
4190,0
4191,0
4192,1
4193,1
4194,0
4195,1
4196,0
4197,0
4198,0
4199,0
4200,1
4201,1
4202,0
4203,0
4204,1
4205,0
4206,0
4207,1
4208,0
4209,1
4210,1
4211,1
4212,0
4213,0
4214,0
4215,1
4216,0
4217,1
4218,1
4219,1
4220,1
4221,1
4222,0
4223,1
4224,1
4225,1
4226,0
4227,0
4228,1
4229,0
4230,0
4231,1
4232,1
4233,1
4234,1
4235,0
4236,0
4237,0
4238,1
4239,0
4240,0
4241,1
4242,0
4243,1
4244,0
4245,1
4246,0
4247,0
4248,1
4249,0
4250,0
4251,0
4252,0
4253,0
4254,1
4255,0
4256,0
4257,0
4258,1
4259,1
4260,0
4261,1
4262,0
4263,1
4264,0
4265,1
4266,0
4267,1
4268,1
4269,0
4270,1
4271,1
4272,0
4273,1
4274,0
4275,0
4276,0
4277,0
4278,0
4279,1
4281,1
4282,1
4283,0
4284,0
4285,1
4286,0
4287,0
4288,1
4289,0
4290,0
4291,1
4292,0
4293,1
4294,1
4295,0
4296,0
4297,1
4298,0
4299,0
4300,0
4301,1
4302,0
4303,0
4304,1
4305,0
4306,1
4307,0
4308,1
4309,1
4310,0
4311,0
4312,1
4313,1
4314,0
4315,1
4316,1
4317,1
4318,1
4319,0
4320,1
4321,1
4322,1
4323,1
4324,1
4325,0
4326,0
4327,0
4328,0
4329,0
4330,1
4331,0
4332,1
4333,0
4334,1
4335,0
4336,1
4337,0
4338,0
4339,1
4340,0
4341,1
4342,1
4343,0
4344,0
4345,0
4346,0
4347,1
4348,0
4349,0
4350,1
4351,1
4352,1
4353,1
4354,0
4355,1
4356,1
4357,0
4358,0
4359,1
4360,0
4361,0
4362,0
4363,0
4364,1
4365,0
4366,1
4367,0
4368,1
4369,0
4370,1
4371,0
4372,1
4373,0
4374,1
4375,1
4376,0
4377,0
4378,1
4379,0
4380,0
4381,0
4382,0
4383,1
4384,1
4385,1
4386,1
4387,0
4388,0
4389,1
4390,0
4391,0
4392,1
4393,1
4394,0
4395,1
4396,1
4397,0
4398,0
4399,0
4400,0
4401,1
4402,1
4403,0
4404,1
4405,1
4406,1
4407,1
4408,1
4409,1
4410,0
4411,1
4412,0
4413,0
4414,1
4415,0
4416,1
4417,1
4418,0
4420,0
4421,0
4422,1
4423,0
4424,0
4425,1
4426,0
4427,0
4428,1
4429,0
4430,1
4431,1
4432,1
4433,1
4434,1
4435,1
4436,0
4437,0
4438,1
4439,1
4440,0
4441,0
4442,0
4443,1
4444,0
4445,0
4446,0
4447,1
4448,0
4449,0
4452,0
4453,1
4454,0
4455,0
4456,1
4457,0
4458,0
4459,0
4460,1
4461,0
4462,1
4463,0
4464,1
4465,1
4466,0
4467,0
4468,0
4469,1
4470,1
4471,1
4472,0
4473,0
4474,0
4475,1
4476,1
4477,1
4478,1
4479,0
4480,1
4481,1
4482,1
4483,1
4484,1
4485,1
4486,1
4487,0
4488,0
4489,0
4490,1
4491,0
4492,0
4493,0
4494,1
4495,1
4496,0
4497,1
4498,1
4499,0
4500,1
4501,0
4502,1
4503,1
4504,0
4505,1
4506,1
4507,0
4508,1
4509,1
4510,0
4511,1
4512,1
4513,1
4514,0
4515,1
4516,0
4517,0
4518,1
4519,1
4520,0
4521,1
4522,1
4523,0
4524,0
4525,0
4526,0
4527,1
4528,1
4529,1
4530,0
4531,1
4532,0
4533,0
4534,0
4535,0
4536,1
4537,1
4538,1
4539,0
4540,1
4541,0
4542,1
4543,1
4544,0
4545,0
4546,0
4547,0
4548,1
4549,1
4550,0
4551,0
4552,0
4553,1
4554,1
4555,1
4556,1
4557,1
4558,0
4559,0
4560,0
4561,0
4562,1
4563,0
4564,0
4565,0
4566,0
4567,0
4568,1
4569,1
4570,1
4571,1
4572,1
4573,0
4574,0
4575,1
4576,0
4577,1
4578,0
4579,1
4580,1
4581,1
4582,0
4583,1
4584,0
4585,1
4586,1
4587,0
4588,1
4589,1
4590,1
4591,0
4592,0
4593,0
4594,1
4595,1
4596,0
4597,0
4598,0
4599,0
4600,0
4601,1
4602,0
4603,1
4604,1
4605,1
4606,1
4607,0
4608,0
4609,0
4610,0
4611,1
4612,1
4613,1
4614,0
4615,0
4616,1
4617,0
4619,1
4620,0
4621,0
4622,0
4623,1
4624,0
4625,1
4626,0
4627,1
4628,0
4629,0
4630,1
4631,1
4632,1
4633,0
4634,0
4635,1
4636,0
4637,0
4638,1
4639,0
4640,1
4641,0
4642,1
4643,1
4644,0
4645,0
4646,1
4647,1
4648,1
4649,1
4650,1
4651,1
4652,0
4653,1
4654,0
4655,0
4656,1
4657,1
4658,0
4659,0
4660,0
4661,0
4662,0
4663,0
4664,0
4665,0
4666,0
4667,0
4668,0
4669,0
4670,0
4671,0
4672,0
4673,1
4674,0
4675,0
4676,1
4677,0
4678,0
4679,0
4680,1
4681,1
4682,1
4683,0
4684,1
4685,1
4686,0
4687,1
4688,0
4689,1
4690,1
4691,0
4692,0
4693,0
4694,1
4695,1
4696,1
4697,0
4698,0
4699,1
4700,0
4701,1
4702,1
4703,0
4704,1
4705,0
4706,0
4707,1
4708,0
4709,0
4710,0
4711,1
4712,1
4713,1
4714,1
4715,0
4716,1
4717,0
4718,1
4719,1
4720,1
4721,1
4722,0
4723,0
4724,0
4725,0
4726,0
4727,0
4728,0
4729,0
4730,0
4731,0
4732,0
4733,0
4734,0
4735,0
4736,1
4737,1
4738,1
4739,0
4740,1
4741,1
4742,0
4743,0
4744,0
4745,0
4746,1
4748,1
4749,1
4750,1
4751,1
4752,1
4753,0
4754,1
4755,0
4756,1
4757,0
4758,0
4759,0
4760,1
4761,0
4762,1
4763,0
4764,1
4765,0
4766,1
4767,0
4768,1
4769,1
4770,0
4771,1
4772,0
4773,0
4774,0
4775,1
4776,0
4777,1
4778,1
4779,0
4780,0
4781,0
4782,0
4783,1
4784,1
4785,0
4786,0
4787,0
4788,0
4789,0
4790,1
4791,1
4792,1
4793,0
4794,0
4795,0
4796,0
4797,0
4798,0
4799,1
4800,0
4801,0
4802,0
4803,1
4804,1
4805,0
4806,1
4807,1
4808,1
4809,1
4810,0
4811,0
4813,1
4814,1
4815,1
4816,0
4817,1
4818,1
4819,0
4820,1
4821,1
4822,0
4823,1
4824,1
4825,1
4826,0
4827,1
4828,1
4829,0
4830,0
4831,1
4832,0
4833,0
4834,0
4835,1
4836,1
4837,1
4838,0
4839,0
4840,1
4841,1
4842,1
4843,0
4844,0
4845,1
4846,0
4847,0
4848,1
4849,0
4850,1
4851,0
4852,0
4853,1
4854,0
4855,0
4856,1
4857,1
4858,0
4859,0
4860,1
4861,1
4862,1
4863,1
4864,0
4865,0
4866,0
4867,1
4868,1
4869,1
4870,1
4871,0
4872,1
4873,1
4874,1
4875,0
4876,0
4877,1
4878,1
4879,0
4880,0
4881,0
4882,1
4883,1
4884,1
4885,1
4886,0
4887,1
4888,0
4889,0
4890,1
4891,1
4892,0
4893,1
4894,1
4895,0
4896,1
4897,0
4898,0
4899,0
4900,1
4901,0
4902,1
4903,1
4904,0
4905,0
4906,0
4907,0
4908,0
4909,0
4910,1
4911,1
4912,1
4913,1
4914,0
4915,1
4916,0
4917,0
4918,1
4919,1
4920,0
4921,1
4922,0
4923,1
4924,0
4925,0
4926,0
4927,0
4928,0
4929,0
4930,1
4931,0
4932,1
4933,1
4934,1
4935,1
4936,0
4937,1
4938,0
4939,1
4940,0
4941,0
4942,0
4943,1
4944,1
4945,0
4947,1
4948,1
4949,1
4950,1
4951,0
4952,1
4953,0
4954,0
4955,1
4956,1
4957,1
4958,1
4960,0
4961,1
4962,0
4963,1
4964,1
4965,0
4966,1
4967,0
4968,1
4969,0
4970,1
4971,1
4972,1
4973,0
4974,1
4977,0
4978,0
4979,0
4980,0
4981,0
4982,1
4983,0
4984,1
4985,1
4986,0
4987,0
4988,1
4989,1
4990,1
4991,1
4992,0
4993,0
4994,0
4995,0
4996,0
4997,0
4998,1
4999,1
5000,1
5001,0
5002,0
5003,0
5004,0
5005,1
5006,0
5007,0
5008,0
5009,1
5010,0
5011,1
5012,1
5013,0
5014,0
5015,1
5016,1
5017,1
5018,1
5019,1
5020,1
5021,0
5022,0
5023,0
5024,0
5025,1
5026,1
5027,1
5028,0
5029,1
5030,1
5031,1
5032,1
5033,1
5034,0
5035,0
5036,0
5038,1
5039,1
5040,1
5041,0
5042,0
5043,0
5044,0
5045,0
5046,0
5047,0
5048,0
5049,0
5050,0
5051,0
5052,0
5053,1
5054,1
5055,1
5056,1
5057,1
5058,1
5059,1
5060,0
5061,0
5062,0
5063,1
5064,0
5065,0
5066,1
5067,0
5068,1
5069,0
5070,0
5071,1
5072,1
5073,1
5074,0
5075,1
5076,0
5077,0
5078,0
5079,0
5080,1
5081,0
5082,0
5083,0
5084,1
5085,0
5086,0
5087,0
5088,0
5089,1
5090,0
5091,1
5092,0
5093,0
5094,0
5095,1
5096,1
5097,0
5098,1
5099,1
5100,1
5101,1
5102,1
5103,1
5104,0
5105,0
5106,1
5107,1
5108,0
5109,0
5110,1
5111,0
5112,1
5113,1
5115,0
5116,0
5117,1
5119,1
5120,0
5121,0
5122,1
5123,0
5124,0
5125,1
5126,0
5127,1
5128,0
5129,1
5130,1
5131,0
5132,0
5133,1
5134,0
5135,1
5136,1
5137,1
5138,0
5139,0
5140,1
5141,1
5142,1
5143,1
5144,0
5145,0
5146,0
5147,1
5148,1
5149,1
5150,0
5151,0
5152,0
5153,0
5154,1
5155,1
5156,0
5157,0
5158,0
5159,1
5160,1
5161,0
5162,1
5163,1
5164,1
5165,1
5166,0
5167,1
5168,1
5169,0
5170,1
5171,0
5172,0
5173,1
5174,0
5175,0
5176,1
5177,1
5178,1
5179,0
5180,0
5181,0
5182,1
5183,0
5184,0
5185,0
5186,0
5187,0
5188,1
5189,0
5190,0
5191,1
5192,0
5193,0
5194,1
5195,0
5196,1
5197,0
5198,0
5199,0
5200,1
5201,1
5202,0
5203,1
5204,0
5206,1
5207,1
5208,1
5209,0
5210,0
5211,1
5212,0
5213,1
5214,0
5216,0
5217,0
5218,1
5219,1
5220,0
5221,0
5222,1
5223,0
5224,1
5225,0
5226,1
5227,0
5228,0
5229,0
5230,0
5231,1
5232,0
5233,0
5234,1
5235,1
5236,0
5237,0
5238,0
5239,1
5240,1
5241,1
5242,1
5243,1
5244,0
5245,1
5246,0
5247,0
5248,1
5249,0
5250,1
5251,1
5252,0
5253,1
5254,0
5255,1
5256,0
5257,1
5258,1
5259,0
5260,1
5261,0
5262,1
5263,0
5264,0
5265,1
5266,0
5267,0
5268,0
5269,1
5270,0
5271,0
5272,0
5273,1
5274,1
5275,0
5276,0
5277,1
5278,1
5279,0
5280,0
5282,0
5283,1
5285,1
5286,0
5287,1
5288,1
5289,0
5290,1
5291,0
5292,0
5293,1
5294,0
5295,1
5296,1
5297,1
5298,0
5299,0
5300,0
5301,1
5302,0
5303,0
5304,0
5305,0
5306,1
5307,1
5308,0
5309,1
5310,1
5311,1
5312,1
5313,0
5314,0
5315,0
5316,0
5317,1
5318,0
5319,1
5320,1
5321,0
5322,0
5323,1
5324,0
5325,0
5326,1
5327,1
5328,0
5329,0
5330,1
5331,0
5332,0
5333,0
5334,0
5335,1
5336,0
5337,1
5338,0
5339,1
5340,1
5341,0
5342,1
5343,1
5344,1
5345,0
5346,0
5347,0
5348,1
5349,0
5350,0
5351,1
5352,1
5353,1
5354,0
5355,1
5356,0
5357,0
5358,0
5359,0
5360,0
5361,1
5362,0
5363,0
5365,1
5366,1
5367,0
5368,0
5369,1
5370,1
5371,1
5372,1
5373,1
5374,0
5375,1
5376,0
5377,1
5378,1
5379,1
5380,1
5381,0
5382,1
5383,1
5384,0
5385,0
5386,0
5387,1
5388,1
5389,1
5390,0
5391,0
5392,1
5393,1
5394,0
5395,0
5396,1
5397,0
5398,0
5399,0
5400,0
5401,0
5402,0
5403,0
5404,0
5405,1
5406,1
5407,0
5408,1
5409,0
5410,0
5411,0
5412,0
5413,0
5414,0
5415,1
5416,1
5417,0
5418,1
5419,1
5420,1
5421,0
5422,1
5423,1
5424,0
5425,1
5426,0
5427,0
5428,0
5429,1
5430,0
5431,0
5432,0
5433,0
5434,0
5435,0
5436,0
5437,0
5438,1
5439,0
5440,1
5441,0
5442,0
5443,0
5444,1
5445,1
5446,1
5447,0
5448,0
5449,1
5450,1
5451,1
5452,1
5453,0
5454,0
5455,1
5456,0
5457,1
5458,0
5459,0
5460,1
5461,1
5462,1
5463,1
5464,1
5465,0
5466,1
5467,0
5468,1
5469,0
5470,1
5471,0
5472,0
5473,0
5474,1
5475,0
5476,0
5477,0
5478,0
5479,0
5480,1
5481,1
5482,0
5483,1
5484,1
5485,0
5487,0
5488,0
5489,1
5490,0
5491,0
5492,0
5493,1
5494,0
5495,0
5496,1
5497,0
5498,1
5500,1
5501,1
5502,1
5503,0
5505,0
5506,1
5507,0
5508,1
5509,1
5510,0
5511,1
5512,1
5513,1
5514,1
5516,0
5517,1
5518,0
5519,1
5520,0
5521,1
5522,0
5523,1
5524,1
5525,0
5526,1
5527,1
5528,1
5529,0
5530,0
5531,1
5532,1
5533,0
5534,0
5535,1
5536,0
5538,1
5539,0
5540,0
5541,1
5542,1
5543,0
5544,1
5545,0
5546,0
5547,0
5548,1
5549,1
5550,0
5551,0
5552,1
5553,0
5554,1
5555,0
5556,1
5557,1
5558,1
5559,1
5560,0
5561,1
5562,0
5563,1
5564,0
5565,0
5566,1
5567,0
5568,0
5569,1
5570,0
5571,1
5572,0
5573,1
5574,0
5575,1
5576,1
5577,0
5578,1
5579,1
5580,1
5581,1
5582,0
5583,0
5584,1
5585,1
5586,0
5587,0
5588,0
5589,1
5590,1
5591,1
5592,0
5593,0
5594,0
5595,1
5596,0
5597,1
5598,0
5599,0
5600,0
5601,0
5602,1
5603,0
5604,0
5605,1
5606,1
5607,0
5608,1
5609,0
5610,0
5611,0
5612,0
5613,0
5614,1
5615,1
5616,0
5617,1
5618,0
5619,1
5620,1
5621,0
5622,0
5623,0
5624,1
5625,0
5626,0
5627,1
5628,0
5629,0
5630,1
5631,1
5633,0
5634,1
5635,0
5636,1
5637,0
5638,1
5639,0
5640,0
5641,0
5642,1
5643,1
5644,1
5645,1
5646,0
5647,1
5648,1
5649,0
5650,1
5651,0
5652,1
5653,1
5654,0
5655,0
5656,0
5657,1
5658,0
5659,0
5660,1
5661,1
5662,1
5663,1
5664,1
5665,0
5666,1
5667,0
5668,1
5669,0
5670,0
5671,0
5672,0
5673,1
5674,1
5675,0
5676,1
5677,0
5678,0
5679,0
5680,0
5681,1
5682,0
5683,0
5684,1
5685,0
5686,0
5687,0
5688,0
5689,1
5690,0
5691,0
5692,0
5693,1
5694,1
5695,0
5696,1
5697,0
5698,0
5699,1
5700,0
5701,0
5702,1
5703,0
5704,0
5706,1
5707,0
5708,1
5709,0
5710,0
5711,1
5712,0
5713,0
5714,1
5715,1
5716,1
5717,1
5718,1
5719,1
5720,0
5721,0
5722,1
5723,1
5724,1
5725,1
5726,1
5727,1
5728,1
5729,0
5730,1
5731,1
5732,0
5733,1
5734,0
5735,0
5736,0
5737,0
5738,0
5739,1
5740,0
5741,0
5742,1
5743,0
5744,1
5745,0
5746,0
5747,1
5748,0
5749,1
5750,0
5751,0
5752,0
5753,0
5754,0
5755,1
5756,1
5757,0
5758,0
5759,0
5760,0
5761,0
5762,0
5763,1
5764,1
5765,0
5766,1
5767,0
5768,0
5769,0
5770,0
5771,1
5772,0
5773,1
5774,0
5775,0
5776,0
5777,1
5778,1
5779,1
5780,1
5781,0
5782,1
5783,0
5784,0
5785,1
5786,1
5787,0
5788,0
5789,0
5790,1
5791,0
5792,0
5793,1
5794,1
5795,0
5796,0
5797,0
5799,1
5800,1
5801,1
5802,0
5803,0
5804,0
5805,1
5806,1
5807,1
5808,1
5809,0
5810,1
5811,1
5812,0
5813,1
5814,1
5815,1
5816,1
5817,1
5818,1
5819,1
5820,0
5821,0
5822,0
5823,1
5824,0
5825,0
5826,1
5827,0
5828,1
5829,1
5831,1
5832,1
5833,0
5834,1
5835,1
5836,1
5837,1
5839,0
5840,1
5841,1
5842,1
5843,1
5844,1
5846,1
5847,0
5848,1
5849,0
5850,0
5851,0
5852,0
5853,1
5854,0
5855,0
5856,1
5857,1
5858,0
5859,1
5860,1
5861,1
5862,1
5863,0
5864,1
5865,1
5866,1
5867,1
5868,0
5869,1
5870,1
5871,0
5872,0
5873,1
5874,1
5875,0
5876,0
5877,0
5878,1
5879,0
5880,1
5881,0
5882,1
5883,1
5884,1
5885,1
5886,1
5887,0
5888,0
5889,0
5890,0
5891,0
5892,0
5893,0
5894,0
5895,1
5896,0
